date,material,price,source
2020-01-31,lithium,14782.04,sample_data
2020-02-29,lithium,17492.56,sample_data
2020-03-31,lithium,15756.25,sample_data
2020-04-30,lithium,15283.9,sample_data
2020-05-31,lithium,19262.31,sample_data
2020-06-30,lithium,15000.58,sample_data
2020-07-31,lithium,20891.83,sample_data
2020-08-31,lithium,19651.02,sample_data
2020-09-30,lithium,24210.36,sample_data
2020-10-31,lithium,16927.22,sample_data
2020-11-30,lithium,22060.67,sample_data
2020-12-31,lithium,21256.46,sample_data
2021-01-31,lithium,31029.9,sample_data
2021-02-28,lithium,22465.13,sample_data
2021-03-31,lithium,19158.01,sample_data
2021-04-30,lithium,26292.32,sample_data
2021-05-31,lithium,25474.14,sample_data
2021-06-30,lithium,29953.27,sample_data
2021-07-31,lithium,27607.41,sample_data
2021-08-31,lithium,28421.86,sample_data
2021-09-30,lithium,24974.08,sample_data
2021-10-31,lithium,29755.95,sample_data
2021-11-30,lithium,28766.03,sample_data
2021-12-31,lithium,25227.23,sample_data
2022-01-31,lithium,33149.57,sample_data
2022-02-28,lithium,30504.62,sample_data
2022-03-31,lithium,26624.28,sample_data
2022-04-30,lithium,24438.75,sample_data
2022-05-31,lithium,27845.91,sample_data
2022-06-30,lithium,38646.23,sample_data
2022-07-31,lithium,26596.6,sample_data
2022-08-31,lithium,30741.82,sample_data
2022-09-30,lithium,33312.91,sample_data
2022-10-31,lithium,31854.55,sample_data
2022-11-30,lithium,31775.5,sample_data
2022-12-31,lithium,42675.79,sample_data
2023-01-31,lithium,37090.07,sample_data
2023-02-28,lithium,32569.7,sample_data
2023-03-31,lithium,40440.6,sample_data
2023-04-30,lithium,33941.64,sample_data
2023-05-31,lithium,42564.07,sample_data
2023-06-30,lithium,40940.46,sample_data
2023-07-31,lithium,43934.38,sample_data
2023-08-31,lithium,41607.71,sample_data
2023-09-30,lithium,43778.26,sample_data
2023-10-31,lithium,37998.5,sample_data
2023-11-30,lithium,44216.35,sample_data
2023-12-31,lithium,42125.42,sample_data
2020-01-31,cobalt,41371.54,sample_data
2020-02-29,cobalt,38185.35,sample_data
2020-03-31,cobalt,29420.7,sample_data
2020-04-30,cobalt,40637.24,sample_data
2020-05-31,cobalt,38395.33,sample_data
2020-06-30,cobalt,51936.79,sample_data
2020-07-31,cobalt,40688.78,sample_data
2020-08-31,cobalt,45453.29,sample_data
